34.700389,135.497356,0,1752139182707
34.700347,135.497431,0,1752139185273
34.700277,135.497582,0,1752139186273
34.700220,135.497565,0,1752139187273
34.700207,135.497550,0,1752139188273
34.700208,135.497524,0,1752139189273
34.700195,135.497501,0,1752139190272
34.700258,135.497576,0,1752139191222
34.700280,135.497566,0,1752139192172
34.700313,135.497582,0,1752139193123
34.700342,135.497625,0,1752139194073
34.700342,135.497652,0,1752139195023
34.700360,135.497662,0,1752139195995
34.700367,135.497658,0,1752139196995
34.700408,135.497687,0,1752139197995
34.700432,135.497729,0,1752139198995
34.700451,135.497752,0,1752139199995
34.700470,135.497775,0,1752139200995
34.700476,135.497782,0,1752139201994
34.700511,135.497813,0,1752139202995
34.700513,135.497802,0,1752139203995
34.700516,135.497799,0,1752139204995
34.700521,135.497806,0,1752139205995
34.700530,135.497789,0,1752139206995
34.700531,135.497777,0,1752139207995
34.700535,135.497776,0,1752139208995
34.700578,135.497786,0,1752139209995
34.700592,135.497794,0,1752139210995
34.700593,135.497786,0,1752139211995
34.700594,135.497777,0,1752139212995
34.700588,135.497768,0,1752139213995
34.700588,135.497768,0,1752139217827
34.700588,135.497768,0,1752139218978
34.700575,135.497534,0,1752139221054
34.700630,135.497429,0,1752139222054
34.700625,135.497405,0,1752139223004
34.700653,135.497336,0,1752139223995
34.700570,135.497411,0,1752139224995
34.700481,135.497471,0,1752139225995
34.700539,135.497509,0,1752139226995
34.700581,135.497470,0,1752139227995
34.700596,135.497440,0,1752139228995
34.700591,135.497391,0,1752139229995
34.700591,135.497360,0,1752139230994
34.700568,135.497392,0,1752139231994
34.700568,135.497385,0,1752139232994
34.700547,135.497404,0,1752139233993
34.700539,135.497407,0,1752139234993
34.700516,135.497415,0,1752139235994
34.700511,135.497425,0,1752139236994
34.700503,135.497416,0,1752139237994
34.700493,135.497388,0,1752139238994
34.700473,135.497373,0,1752139239993
34.700472,135.497344,0,1752139240993
34.700435,135.497331,0,1752139241993
34.700429,135.497317,0,1752139242993
34.700411,135.497307,0,1752139243993
34.700418,135.497283,0,1752139244993
34.700426,135.497288,0,1752139245993
34.700442,135.497319,0,1752139246993
34.700466,135.497349,0,1752139247993
34.700497,135.497341,0,1752139248993
34.700510,135.497327,0,1752139249993
34.700518,135.497316,0,1752139250993
34.700518,135.497307,0,1752139251993
34.700283,135.497440,0,1752139252993
34.700315,135.497421,0,1752139253993
34.700318,135.497420,0,1752139254993
34.700349,135.497406,0,1752139255993
34.700366,135.497392,0,1752139256993
34.700378,135.497399,0,1752139257993
34.700393,135.497406,0,1752139258993
34.700413,135.497419,0,1752139259993
34.700419,135.497426,0,1752139260993
34.700419,135.497441,0,1752139261993
34.700428,135.497432,0,1752139262993
34.700448,135.497417,0,1752139263993
34.700463,135.497406,0,1752139264993
34.700473,135.497396,0,1752139265993
34.700490,135.497357,0,1752139266993
34.700504,135.497344,0,1752139267993
34.700331,135.497464,0,1752139268993
34.700335,135.497475,0,1752139269993
34.700341,135.497483,0,1752139270993
34.700336,135.497470,0,1752139271993
34.700341,135.497466,0,1752139272993
34.700339,135.497467,0,1752139273993
34.700342,135.497466,0,1752139274993
34.700343,135.497483,0,1752139275993
34.700348,135.497482,0,1752139276993
34.700347,135.497488,0,1752139277993
